__label__贴片电容 , 	贴片 电容 贴片 电容 贴片 电容 1000 uf 6.3 v 1000 uf 6.3 v 8 * 10.5 400.0 0.278 lc
__label__贴片高精密-低温漂电阻 , 	arg02ftc4301 ± 25ppm ℃ ± 1% 贴型 贴型 4.3 k 4301 4.3 k ω 1 16w 0402
__label__排针排母 , 	2.0 mm 1x40p 单排 直针 2.0 mm 直 排针 1 * 40p through hole bmp 精密
__label__贴片电阻 , 	贴片 电阻 100r 805 r5 1.0 30.0
__label__金属膜电阻 , 	2.0 r12 r15 koa speer through hole metal film resistors 1 4w 33.2 k ohm 1% mf1 4dc3322f 660 mf1 4dc3322f 603 mfr 25fbf52 33k2 33.2 kxbk nd 0.12 0.24
__label__功率电感 , 	贴片 电感 gdcd4532 4r7mt 4.7 uh 4.5 mm * 4.0 mm * 3.2 mm 1.7 a gdcd4532 4r7mt 100 30000 1 l1 贴片 电感 l 4.7 uh ± 20% ir 1.70 a dcr 0.094 ω max 4.5 mm * 4.0 mm * 3.2 mm gdcd4532 4r7mt 固电 gdcd4532 4r7mt
__label__绕线电阻 , 	绕线 电阻 rws03jr220a750nh 0.22 ω r22 0.22 ± 5% 3w
__label__螺丝钉接线端子 , 	phoenix 1932627 固定 接线 端子 mkdsp 25 6 15.00 6 pos 15.00 mm
__label__安规电容 , 	cs45 e2ga332m vka 瓷片 电容器 440 300vac 3300pf 20% x1 y2 cap
__label__无源晶体振荡器 , 	129 1000128842 1 . tx.503225 m000004 贴片 晶振 5032 25mhz 无源 4pin 5032 25mhz 2 n
__label__高频电感 , 	smd 高频 电感 2nh film type rf ind 2nh ± 0.1 nh 0402 l0402 lqg15hs2n0s02 l303 l305 l306 3.0 15
__label__采样电阻 , 	ebws2512f2l50k9l 2.5 m ω 3w ± 1% 功率 合金 采样 电阻 贴 贴 2512 resistortoday 开步
__label__压接端子 , 	794407 4 loose piece 管脚 插座 连接器 mini unml sckt loose piece
__label__采样电阻 , 	fmf06fthr003 bhl 0.003 ω r003 ± 1% 1w 0.003 贴型 ± 70ppm ° c 合金 电阻 贴型 1206 psa 信昌
__label__薄膜电容 , 	capacitors film capacitors e703934 715p472516ld3 4n7 1600v polypropylene film capacitor sprague 3
__label__轻触开关 , 	pts645vh582lfs 2n through hole c k
__label__轻触开关 , 	ts 1094 a9b3 d1 轻触 开关 12 * 12 * 8.0 mm 插件 四脚 dip 圆柄 250gf yuandi 元迪
__label__直插瓷片电容 , 	ck45 b3dd472kyvna 瓷片 电容器 ck45 4700pf 2kv b 10% ammo pack
__label__行程开关 , 	g15 10sn01 60 08 焊线式 端子 单极 单投常 开式 60g 力度 16.5 mm g15 微动 开关 10a through hole gangyuan 港源
__label__发光二极管 , 	mht192uyct led smd 贴片 0603 顶部 发光 透明 胶体 超高亮 黄色 光 vf 1.8 2.6 v 20ma 亮度 iv 350 600mcd 20ma 主波长 λ d 586 594nm 发光 角度 120deg led 贴片 0603 超高亮 黄色 光 0603 meihua
__label__贴片高精密-低温漂电阻 , 	era2aed1072x 10.7 k 贴型 10.7 k ω 1072 ± 25ppm ℃ ± 0.5% 贴型 63mw 0402
__label__贴片电阻 , 	贴片 电阻 r22 r24 r73 r74 r75 r76 r77 560 1 10w res smd 560 ohm 5% 1 10w 0402 erj 2gej561x p560jdkr nd 0402 5460
__label__PTC热敏电阻 , 	tfpt0603l2200jz tfpt0603l2200jz nd thermistor ptc 220 ohm 5% 0603
__label__功率电感 , 	clf12555t 4r7n fixed ind 4.7 uh 5.3 a 11.7 mohm
__label__TVS二极管(瞬态电压抑制二极管) , 	7 1 57a.06 30610001 tvs 二极管 sr33 04a tvs 二极管 3.3 v 60w 55 125 ℃ sot23 6 1 sot23 6 095 2 9x1 6 sr33 04a u9 12
__label__压敏电阻 , 	471kd10 n n 出口产品 through hole brightking
__label__FFCFPC连接器 , 	ffc 连接线 32p 间距 0.5 mm 20cm 同向 lianxian 连线
__label__贴片高精密-低温漂电阻 , 	arg05ftc5602 贴型 56k ± 25ppm ℃ 1 8w ± 1% 贴型 56k ω 5602 0805
__label__发光二极管 , 	12 21vyc tr8 黄光 smd 3x2x1mm
__label__功率电感 , 	wpn252010hr33mt 片式 电感 0.33 uh ± 20% dcr 0.033 ω 2.5 2.0 mm sunlord
__label__轻触开关 , 	ts 1010 a145b3 d2 插件 轻触 开关 6.2 * 6.2 * 11.5 四脚 插件 6 * 6 * 11.5 插件 ip67 按键 250gf dip6.2 * 6.2 * 11.5 yuandi 元迪
__label__压敏电阻 , 	ste14d151k1en0fqb0r0 135v 6kv3ka 14d151k 1 50v 150 135 165 165v 6ka 2 50v 125v through hole p 7.5 mm ste
__label__轻触开关 , 	1ts028b 1200 0450 ct 点 2.8 * 1.9 * 0.45 120gf smd 2.8 x1.9 x0.45 mm hyp 鸿源 精密
__label__功率电感 , 	l1 ind 2.2 uh 25% 110 mohm 0806 1.2 a lqm2mpn2r2ng0l digi key 490 7786 1 nd 0.17572
__label__拨码开关 , 	nds 03v 正拨 高杆 间距 2.54 mm 直插 拨码 开关 3pin 位 through hole diptronics
__label__功率电感 , 	cr4030 4r7m 4.7 uh ± 20% smd 4.0 x4.0 x3.0 mm ceaiya 柯爱亚
__label__功率电感 , 	ynr4010 2r2m ± 20% 1.2 a 2.2 uh smd 4.0 x4.0 x1.0 mm yjycoin 益嘉源
__label__功率电感 , 	cmkd 1770a 6r8m 6.8 uh ± 20% 20a smd 17.15 x17.15 x7mm magsonder 墨尚
__label__磁珠 , 	98 68a.0603 220001 磁珠 mpz1608s221ata00 220r 3 0603 mpz1608s221ata00 l1 l2 l22 165
__label__贴片高精密-低温漂电阻 , 	arg03ftc1430 ± 1% 贴型 143 ω 1430 143 1 10w ± 25ppm ℃ 贴型 0603
__label__功率电感 , 	swpa5020s220mt 片式 电感 22 μ h ± 20% dcr 0.226 ω 5.0 5.0 mm sunlord
__label__功率电感 , 	slw4020s5r6mst ± 20% 1.22 a 5.6 uh smd 4x4x2mm sunltech
__label__排针排母 , 	mf254vs 12 20 0743 2 * 10p 圆孔 排母 2.54 mm 间距 内金外 双排 贴片 p 2.54 mm
__label__压敏电阻 , 	tvr10471ksy through hole thinking 兴勤
__label__功率电感 , 	smdrs1275 101n 100uh 100uh 1.9 a 125m ω 绕组 铁氧体 磁 功率 电感 ± 30% smd 12.5 x12.5 x7.5 mm sxn
__label__直插电解电容 , 	4 电解电容 1000 uf 50v rb.3 . 6 10 * 17 2 340 1
__label__功率电感 , 	lvf303015 3r3m n 3.3 uh ± 20% 1.8 a smd 3.0 x3.0 x1.5 mm chilisin
__label__贴片电容 , 	204.0 11003030 贴片 电容 15pf 0805 30000.0
__label__轻触开关 , 	ts 1034 a12b3 d2 轻触 开关 6 * 6 * 9.5 带 支架 贴片 支架 键 250gf smd 6x6x9.5 mm yuandi 元迪
__label__谐振器 , 	crystals resonators cer . res z093432 nrt10.00 dz2 ztt10.00 mt 10.00 mhz 3l ceramic resonator nsk 6510
__label__贴片高精密-低温漂电阻 , 	62.0 电阻 10k 0.1% cpf a 0603b10ke1 5.0
__label__功率电感 , 	swpa252010s4r7mt 片式 电感 4.7 μ h ± 20% dcr 0.469 ω 2.5 2.0 mm sunlord
__label__碳膜电阻 , 	r2 68k 1 4w resistor through hole res 68k ohm 1 4w 5% carbon film cfr 25jb 68k
__label__压敏电阻 , 	20d471k 470 423 517 775v 517v 470v 6.5 ka 423v 385v through hole cov 德欣
__label__功率电感 , 	sph4012h100mt 片式 电感 10uh ± 20% dcr 0.17 ω 4.0 4.0 mm sunlord
__label__安装型大容量电容 , 	cap alum 330 uf 20% 4 50v snap
__label__贴片电阻 , 	47 resistor r148 0402 r148 3103.921 981.252 180.0 bottom
__label__功率电感 , 	slo201610f1r0mtt 1.0 uh ± 20% 2.56 a smd 2x1.6 x1mm sunltech
__label__直插瓷片电容 , 	ck45 r3ad102k vra 瓷片 电容器 ck45 1000pf 1kv r 10% ammo pack
__label__无源晶体振荡器 , 	7a 48.000 maaj t crystal 48.000 mhz 18pf smd 200 ea ne
__label__贴片高精密-低温漂电阻 , 	arg02ftc1102 11k 贴型 11k ω 1102 贴型 1 16w ± 1% 0402
__label__光耦 , 	贴片 芯片 acpl332j acpl332j broadcom 1455
__label__金属膜电阻 , 	resistors metal film t623623 913104 100k 1w 5% pf01 metal film resistor eurohm 700
__label__轻触开关 , 	1196b 轻触 开关 薄膜开关 3 * 2.6 risheng 昇
__label__无源晶体振荡器 , 	crystals resonators crystals z103550 nxs11.0592 ac30f 11.0592 mhz hc 49us low profile crystal nsk 340
__label__电容器阵列与网络 , 	电容器 阵列 网络 w2a45c103mat2a w2a45c103mat2a 电容器 阵列 网络 50v olts 0.01 uf 20% 4cap x7r
__label__贴片电阻 , 	r34 r35 r36 resistor 100k 5% res 100k ohm 5% 1206 1206 uniroyal uni royal 300 2 4working days 0.013430000000000001 4.03
__label__贴片电阻 , 	贴片 电阻 电阻 smd 1.54 k ohm 1% 0603 rc0603fr 071k54l 1 100 mbs 5330 1.0
__label__贴片电阻 , 	18.0 2.0 r78 r66 rk73h1jttd3303f 6000.0 5000.0 5000.0 r0603 koa 330k 1% 0603 6000.0 rk73h1jttd3303f koa 6000.0 0.0248 6 0.024 6000.0 0.0 7 12 m 0.000799999999999999 icgoo 0.000799999999999999
__label__功率电感 , 	功率 电感器 4.7 μ h 16a 线径 1.2 mm bstc 6018 4r7m 打 蓝点 1 70.0
__label__贴片电阻 , 	贴片 yr202707w 贴片 电阻 0402 * 27r * ± 5% 2.0 r2 r3 0.0 60000.0 0.003 0.006
__label__直插通孔电阻 , 	电阻 直插 150k 3w 4.5 x15mm 30 90
__label__可调电阻电位器 , 	rk39a1a00027 电位计 with chip led pot type 180deg . 17positions alps 阿尔卑斯
__label__贴片高精密-低温漂电阻 , 	tc0250b8201tcc ± 0.1% 8.2 k ω 50ppm 0402 uni royal
__label__功率电感 , 	dfp201610tf r33m 0.33 uh ± 20% smd 2x1.6 x1mm tai tech
__label__贴片电阻 , 	贴片 电阻 电阻 smd 105k ohm 1% 0402 rc0402fr 07105kl 2 200 mbs 5330 2.0
__label__直插瓷片电容 , 	y08b1d331kn0b0s0n0 ± 10% 6.3 kv 6.3 kv 10 330pf 331 y5p 330pf through hole ste
__label__功率电感 , 	aspi 8040s 620m t fixed ind 62uh 1.3 a 182 mohm smd abracon
__label__贴片电阻 , 	36.5 k resistor 36.5 k 50v 0402 0.1 w 1% r0402 erj2rkf3652x 1200 9920 7000 1000
__label__高频电感 , 	smd 高频 电感 2nh film type rf ind 2nh ± 0.1 nh 0402 l0402 lqg15hs2n0s02 l303 l305 l306 3.0 15
__label__贴片电容 , 	76 1206 2.2 nf x7r 50v 10% cc1206jrx7r9bb222 4000 4000 reel
__label__金属膜电阻 , 	r244 rsf100jb 22r 1w 281 22 rc xicon 22r 5% 1w mf
__label__贴片电容 , 	31 65a.0402 105e2m 陶瓷 电容 cc 105 0402 20% 25v x6s 5 0402 x6s grm155c81e105me11j c428 c467 c474 c482 c486 275
__label__排针排母 , 	210smt 2 * 5p 2 * 5p 2.54 mm 贴片 排针 smd p 2.54 mm ckmtw
__label__功率电感 , 	cmkd 252012a 3r3m 3.3 uh ± 20% 1.8 a smd 2.5 x2x1.2 mm magsonder 墨尚
__label__功率电感 , 	slo1235h1r0mtt 1.0 uh ± 20% smd 14.4 x12.8 x6.5 mm sunltech
__label__贴片高精密-低温漂电阻 , 	rn731ettp2400b25 薄膜 电阻器 smd 240ohm 0402 0.1% 25p pm 63mw 25v koa
__label__安规电容 , 	cy1222me1ief47m0a2 y1 安规 电容 容值 2.2 nf ± 20% 脚距 10mm dersonic
__label__排针排母 , 	14.0 2d2436a0 j04 d000055 2.54 mm pitch pin header single row rightangle 1x16 0022288160 排针 1000.0
__label__贴片电阻 , 	2k r eu r0603 r0603
__label__压敏电阻 , 	ste14d781k1en0fsb0r0 858v 780v 4.5 ka 品 14d781k 1290v 640v 702v 780 702 858 through hole ste
__label__轻触开关 , 	uk b0201 g6 250 250gf 轻触 插件 4.5 * 4.5 * 6 4.5 * 4.5 * 6 usakro 美韩
__label__门极反相器 , 	33 4b3901b0 u03 s000901 ic inverter schmitt 6ch 14tssop sn74hc14pwr sop 50
__label__薄膜电容 , 	lx2a103jd1b0070065035eox 40 ℃ ± 5% 125 ℃ 100v 10nf 仅 p5 7x6x3.5 mm 10nf 103 through hole p 5mm ste
__label__功率电感 , 	ms0630 2r2m 7a ± 20% 2.2 uh smd 7.4 x6.6 x3mm coilmx 迈翔
__label__贴片高精密-低温漂电阻 , 	tc0525b5001t5e ± 0.1% ± 25ppm ℃ 贴型 1 4w 非标 阻值 5k 5k ω ± 0.1% 25ppm 0805 uni royal
__label__连接器附件套件 , 	连接器 socket hrs df13 2s 1.25 c 536 0001 4 1.25 mm pitch 1.0 10.0
__label__功率电感 , 	yxmac1040 r36m itf 30a ± 20% 360nh smd 11x10x4mm yu xin 宇鑫
__label__贴片电阻 , 	270k 0402 h 0402 270k 1 16w 200ppm k rc02w274t r2 r5 2 240
__label__电容器阵列与网络 , 	电容器 阵列 网络 ckca43x7r1h102m100aa ckca43x7r1h102m100aa 电容器 阵列 网络 1206 50v 0.001 uf x7r 20% 4 n 1
__label__发光二极管 , 	23 21b ghc yr2t1 2t 翠绿 smd 3.2 x1.25 mm
__label__功率电感 , 	fnr3015s1r5mt 1.7 a ± 20% 1.5 uh 功率 电感 磁封胶 电感 smd 3x3x1.5 mm cjiang
__label__贴片高精密-低温漂电阻 , 	rn731ettp1801b25 thin film resistors 1.8 kohm 0402 0.1% 25 ppm 63mw 25v koa
__label__直插通孔电阻 , 	resistor dip metal film resistors through hole 1watt 0.3 ohms 2% cpf1r30000gnb14 1 r6 . . ds 2 427 cpf 64917 . pdf cpf1r30000gnb14 0.68 8 10wks
__label__排针排母 , 	54102 t0600lf 集管 线 壳 bergstrip amphenol
__label__功率电感 , 	fnr6045s560mt 磁封胶 功率 绕线 电感 56 ± 20% μ h 饱和电流 1.4 a 6.0 6.0 4.5 mm cjiang
__label__采样电阻 , 	mcr18ezhjlr82 res 0.82 ohm 5% 1 4w 1206 rohm
__label__采样电阻 , 	lr2512 23r004f4 ± 1% 3w 0.004 ± 25ppm ° c 贴型 0.004 ω 合金 电阻 贴型 2512 ralec
__label__拨码开关 , 	ds 07bp 7pin 2.54 mm 直插 正拨 拨码 开关 through hole hro
__label__安规电容 , 	x2 安規 電容 x2104k3 10v 15l4jf x2 電容 104p k% 3 10v p 15mm 剪腳 4mm 18 * 12 * 6mm 3000
__label__功率电感 , 	lqh32cn101k23l 固定 电感器 100uh 10%
__label__轻触开关 , 	1ts002b 1800 5001 ct ppa smd 3.5 x6x5mm hyp 鸿源 精密
__label__功率电感 , 	prs5020 3r3nt 3.3 uh ± 30% smd 5x5x2mm fenghua
__label__薄膜电容 , 	200f2d183j 200v 105 ℃ 5 18nf ± 5% 40 ℃ through hole 8.5 x5.0 x12.5 mm
__label__直插电解电容 , 	aluminum electrolytic capacitors leaded 63volts 10 uf 5x12 20% 1
__label__贴片电容 , 	c74 cap 1 uf 0.1 c0402 sig top l1 smd capacitor kemet c0402c105k9pactu 399 4873 1 nd
__label__贴片电阻 , 	28 1 61a.0603 0r00f0 贴片 电阻 rc 0r 0603 1% 1 10w jumper 18 r0603 厚膜 crcw06030000z0eac r66 r68 r81 r82 r99 r102 r136 r137 r140 r141 r142 r143 r144 r145 r162 r163 r180 r198 216
__label__钽电容 , 	10u 25v electrolytic capacitor c8 c25 c64 6032 electro1 15000
__label__按键开关 , 	spuj193700 按钮开关 horz latching 4 pole alps 阿尔卑斯
__label__发光二极管 , 	green led 2v4 20ma lg m676 n2q1 24 hyper bright led
__label__贴片高精密-低温漂电阻 , 	tr0402f3k30q1050z 63mw 3.3 k 薄膜 电阻 50ppm ± 50ppm ℃ 贴型 3.3 k ω 3k3 贴型 ± 1% 0402 ever ohms 天二
__label__功率电感 , 	smtdr54 180m ± 20% 18uh smd 5.8 x5.2 x4.5 mm 3l
__label__压敏电阻 , 	直插 压敏 电阻 主控板 de2e3ky472ma3bm02 安规 电容 b leaded disc ceramic capacitor 2 50v ac 4700pf ± 20% e 10.0 0.6 p7.5 x1 y2 ul eu
__label__轻触开关 , 	1ts002c 1600 5000 ct 160 ± 30gf pa66 贴片 带柱 轻触 开关 smd 6x3.5 x5mm hyp 鸿源 精密
__label__功率电感 , 	98 功率 电感 csa0730 100m csab07x 50
__label__行程开关 , 	k9 1267qw 12.70 mmx5.70 mm 圆孔 焊线式 引脚 无柄 through hole hro
__label__贴片电感 , 	贴片 电感 贴片 电感 l 2016 2.2 uh smt 3 l1 l2 l3 300
__label__放大器 , 	62 2c6806a0 u17 s000442 ic isolation amp 60khz 8soic amc1200bdwvr soic 90
__label__功率电感 , 	slb1365p4r7mtt 4.7 uh ± 20% smd 13.5 x13mm sunltech
__label__薄膜电容 , 	b32776g0146k000 ± 10% 1.1 kv 14 uf through hole p 37.5 mm
__label__功率电感 , 	fxl0630 1r5 m 成型 电感 合金粉 材 电感 1.5 ± 20 % μ h 饱和电流 14a 7.3 6.8 3.0 mm cjiang
__label__拨码开关 , 	dpl 02blp 拨码 开关 through hole xkb
__label__功率电感 , 	yxnae6045 4r7m ± 20% 4.7 uh smd 6x6x4.5 mm yu xin 宇鑫
__label__贴片电阻 , 	贴片 电阻 15 2 r27 r28 4.7 k r0603 200 贴片 电阻 r0603 4.7 k 1% 0.1 w 0603waf4701t5e uni royal 200 3 0.00689 1.38
__label__绕线电阻 , 	绕线 电阻 rws01j22r0a520nh 1w 22 ± 5% 22 ω 220
__label__船型开关 , 	7101j1v3qe2 翘板 开关 spdt on on blk c k
__label__贴片高精密-低温漂电阻 , 	ar06dtcv0510 ± 25ppm ℃ 1 4w 51 ω 0510 51 贴型 贴型 ± 0.5% 1206
__label__肖特基二极管 , 	diode 二极管 cas jason190816 schottky barrier diode bat54c tp 30 mcc bav54c tp ms 1 500
__label__PTC热敏电阻 , 	ptc ptft0805l0220jv ptft0805l0220jv nd thermistor ptc 22 ohm 5% 0805
__label__贴片高精密-低温漂电阻 , 	ar03btc1802a010 ± 25ppm ℃ 贴型 18k ω 1802 ± 25ppm ℃ 贴型 1 16w ± 0.1% 18k 0603
__label__贴片高精密-低温漂电阻 , 	arg05ftc30r1 ± 25ppm ℃ ± 1% 1 8w 贴型 30.1 贴型 30.1 ω 30r1 0805
__label__排针排母 , 	mtp125 208r1 2.54 排针 2 * 8p 弯针 through hole p 2.54 mm mintron
__label__PTC热敏电阻 , 	ptc tfpt1206l1200fv tfpt1206l1200fv nd thermistor ptc 120 ohm 1% 1206
__label__金属膜电阻 , 	resistors metal film t141232 mf0w4jj0560a10 56r 0.25 w 5% mf25 metal film resistor royal ohm 2000
__label__轻触开关 , 	k2 1103dp m4cw 04 12 * 12mm hro
__label__功率电感 , 	fhd4012s 100mt ± 20% 10uh smd 4x4x1.2 mm cjiang
__label__功率电感 , 	cdrh74 220mt ± 20% 20% 22uh 电感 7 * 7 * 4 ml 美莱
__label__压敏电阻 , 	varistor cnr471kd07 突波 吸收器 470v 7 ψ cnr 1000
__label__肖特基二极管 , 	贴片 二极管 硝特基 b5819 sod323 1 1000.0
__label__拨码开关 , 	dp 04rp 红色 4pin 2.54 mm 直插 琴键 拨 拨码 开关 through hole hro
__label__发光二极管 , 	tj l5fytghtfclflc2r a5 红光 through hole togialed
__label__功率电感 , 	cdrh104rnp 1r5nc 固定 电感器 1.5 uh 6.5 a sumida
__label__贴片高精密-低温漂电阻 , 	14 精密 贴片 电阻 27k 0.1% 603 1 r53 1.0
__label__功率电感 , 	cd32yp0302 100m ± 20% 1a 10uh 342m ω smd 3.5 x3.0 x2.1 mm yjycoin 益嘉源
__label__钽电容 , 	钽质 电容器 固体 smd 钽 电容器 贴片 钽电容 22 uf 16v c3528 b 2 c15 c16 2000 2000 0 2000 tajb226k016rnj 2000.0 贴片 钽电容 22 uf 16v c3528 b 2.0 c15 c16
__label__采样电阻 , 	ebws3920fl200s9l ± 1% 5w 0.2 m ω 功率 合金 采样 电阻 贴 贴 3920 resistortoday 开步
__label__轻触开关 , 	ts 1103s b l 12 12 9.5 贴片 160gf 轻触 开关 smd xkb
__label__功率电感 , 	lqh3npn4r7ng0l 固定 电感器 1212 4.7 uh 30%
__label__线对板线对线连接器 , 	连接器 leplug panel mountlock type hrs df1e 2ep 2.5 c 541 0943 0 3a 1.0 10.0
__label__功率电感 , 	yt1040 220m 5a ± 20% 22uh smd.10 . 3x11.5 x4mm wenshan 文善
__label__电容器阵列与网络 , 	w3a4zc104kat2a w3a4zc104kat2a 电容器 阵列 网络 10v olts 0.1 uf 10% 0612 x7r 4caps
__label__氧化铌电容 , 	nojt685m010rwj 478 5842 2 nd cap niob oxid 6.8 uf 20% 10v 1210
__label__可调电阻电位器 , 	rk14k12c0a1s 电位计 dual 10k alps 阿尔卑斯
__label__功率电感 , 	ynr6020 2r2n 2.2 uh 磁胶 电感 28m ω 2.75 a ± 30% smd 6.0 x6.0 x2.0 mm yjycoin 益嘉源
__label__无源晶体振荡器 , 	26 1 1 y1 crystal 24.000 mhz 50ppm 18pf hc 49smt citizen hcm49 24.000 mabj ut
__label__钽电容 , 	p03 15278r cap tant 330 uf 10v 20% smd mco 04688 189 3 ea . c8 c45 c46 corp tpme337m010r23 tant 330 uf 10v 20% smd
__label__贴片高精密-低温漂电阻 , 	ar06dtdv1503 ± 0.5% 1 4w 贴型 150k ω 1503 ± 50ppm ℃ 贴型 150k 1206
__label__贴片电阻 , 	4.7 kohm r0402 res 0402 1 16w 4.7 k 1% rc0402fr 074k7l r5 r27 r37 r40 r60 r68 r101 r102 r104 r105
__label__钽电容 , 	tantalum 293d475x9025b2te3 4.7 uf 25v b case k% sprague 18000
__label__功率电感 , 	mpim252010h2r2m lf ± 20% 2.2 uh smd 2.5 x2.0 x1.0 mm microgate
__label__排针排母 , 	a2541hwr 2x2p 排母 连接器 0.100 2.54 mm 2.54 排母 弯 插 4 位 连接器
__label__轻触开关 , 	uk b02124 g9 160 160gf 轻触 6 * 6 * 9 支架 6 * 6 * 9 usakro 美韩
__label__轻触开关 , 	kan1211 1001b 插件 through hole gangyuan 港源
__label__FFCFPC连接器 , 	afa07 s24eca fpc 连接器 1.0 mm 卧式 上接 24p js
__label__薄膜电容 , 	薄膜 电容器 b32529c1473j189 capacitor pol . met . 47nf 100v 5%
__label__功率电感 , 	aspi 6045s 300m t 固定 电感器 30uh 20% 20c 120c abracon
__label__压敏电阻 , 	v18mla0805nh 压敏 电阻 14v 120a 250pf
__label__无源晶体振荡器 , 	贴片 晶体 谐振器 无源 晶振 xvdbblnanf8.000 smd 8mhz taitien 50
__label__功率电感 , 	vlf5014at 4r7m1r1 固定 电感器 4.7 uh 1.1 a 5x5x1.2 mm
__label__电源连接器 , 	j1 pj 102ah conn pwr jack 2x5.5 mm solder pwr jack
__label__功率电感 , 	hpi252010 r47m 470nh ± 20% smd 2.5 x2.0 x1.0 mm 3l
__label__贴片高精密-低温漂电阻 , 	tc0250f1003tce 高精度 薄膜 晶片 电阻 tc02 50ppm ± 1% 100k ω uni royal
__label__功率电感 , 	lvc201b10 2r2m n 2.2 uh ± 20% smd 2.0 * 1.6 * 1.0 chilisin
__label__贴片电容 , 	. 47 uf c185 805 445 1357 1 nd
__label__贴片电感 , 	131 020 1.0 l2 inductor cdrh8d43 150nc 15uh sumida cdrh8d43 150nc harvey king inc cdrh8d43 150nc
__label__金属膜电阻 , 	resistors metal film t626407 pprr 193 15222 2k2 1w 5% pr01 mf resistor pprr 193 15222 pilkor 10000
__label__直插电解电容 , 	26 c0200175 铝 电解电容 25yxa1000mect8 10x20 1000 μ 25v ± 20% 10 * 20 40 105 ℃ dip dip 2 1000
__label__排针排母 , 	220r 2 * 10p h 8.5 mm y 2 * 10p 弯针 2.54 mm 排母 through hole p 2.54 mm ckmtw
__label__功率电感 , 	slf0302 3r3mtt ± 20% 3.3 uh smd 3.5 x3x2.1 mm sunltech
__label__电容器阵列与网络 , 	24 贴片 排容 4d03 10%
__label__贴片高精密-低温漂电阻 , 	ar03dtdx0150 ± 0.5% 1 10w 15 ω 0150 贴型 ± 50ppm ℃ 15 贴型 0603
__label__云母电容 , 	cdv16ff102jo3f 338 2624 nd 1000pf mica capacitor 1kv radial
__label__贴片电容 , 	cdec1 capacitor 1 μ 10% 25 v x5r 0402 c1005x5r1e105k050bc
__label__拨动开关 , 	k3 1336d f1 13 * 3.5 mm hro
__label__绕线电阻 , 	resistors wire wound t541152 prw0awjw330b00 33r 10w 5% prw wirewound resistor royal ohm 182
__label__固定电感 , 	45.0 电感 sdrh0420 2.2 uh 2.0 lqh44pn2r2mj0 1.0 lqh44pn2r2mj0l 1000.0 0.5703 5 7days ickey 剩 1000
__label__安规电容 , 	mpx155k31d7kn15800 275vac 305vac 3 10v ac 155k 1.5 uf 155 ± 10% x2 安规 电容器 through hole p 15mm knscha 科尼盛
__label__功率电感 , 	slh1207s330mtt 33uh ± 20% smd 12x12x8mm sunltech
__label__PTC热敏电阻 , 	ptc ptcsl03t151dt1e bc2971ct nd ptc thermistor disc 4.0 mm dia x 3.0 mm w
__label__功率电感 , 	lqw2bhn15nj03l 固定 电感器 0805 15nh 5% chip inductor
__label__功率电感 , 	yprh0704 471m 直流电 阻 内阻 3010m ω 额定电流 0.26 a 电感 470uh 0.26 a ± 20% 470uh ± 20% smd 7.3 x7.3 x4.5 mm yjycoin 益嘉源
__label__压敏电阻 , 	v30mla0603h 压敏 电阻 30v 30a 90pf
__label__功率电感 , 	mwsa0402 1r0mt 6a ± 20% 成型 电感 合金 电感 27 毫欧 4.2 mmx4.4 mmx2.0 mm 1uh smd 4.2 x4.4 x2.0 mm sunlord
__label__DC-DC芯片 , 	69 16p8302b0 u03 s000834 ic reg buck adj 4a 28tssop ltc7149efe pbf lt sop 90
__label__贴片电容 , 	2 65a.0402 104c3j 陶瓷 电容 cc 104 0402 5% 10v x7r 201 0402 x7r kemet c0402c104j8racauto c4 c5 c6 c7 c8 c9 c10 c11 c12 c13 c14 c15 c16 c17 c18 c19 c20 c21 c26 c27 c31 c32 c33 c34 c35 c38 c39 c40 c41 c43 c44 c45 c48 c49 c50 c51 c54 c55 c56 c57 c60 c61 c64 c65 c66 c67 c68 c69 c70 c71 c72 c75 c78 c79 c80 c85 c86 c87 c88 c89 c91 c94 c97 c100 c101 c102 c103 c105 c106 c107 c108 c109 c110 c113 c115 c117 c122 c123 c125 c126 c128 c130 c131 c133 c134 c135 c140 c145 c147 c150 c152 c154 c157 c159 c161 c168 c169 c174 c179 c181 c184 c186 c188 c191 c193 c195 c202 c203 c208 c213 c215 c218 c220 c222 c225 c227 c229 c236 c237 c242 c247 c249 c252 c254 c256 c259 c261 c263 c270 c272 c274 c275 c276 c277 c280 c281 c282 c285 c286 c287 c289 c290 c292 c294 c297 c299 c302 c303 c306 c307 c308 c309 c310 c311 c312 c313 c314 c315 c323 c330 c332 c334 c335 c336 c337 c340 c341 c342 c343 c344 c345 c346 c347 c348 c349 c350 c351 c352 c353 c354 c355 c358 c359 c362 c364 c366 c369 c371 c374 c375 c379 c381 c419 c432 c463 c471 c472 c479 c480 c508 c521 11055
